,year,name,artists,key
77115,1941,To Be Or Not To Be,['Leo Mathisens Band'],3
41187,1939,Madhur Milan Ka Chitra Banaye,"['Maya Banerjee', 'Surendra']",11
82871,1972,Poco Tempo (aka Pocco Tempo),['Pablove Black and The New Establishment'],6
53853,2003,Shut Up,['Black Eyed Peas'],2
76748,1939,Ta' og kys det hele fra mig,['Liva Weel'],5
124258,2017,I Won't Let You Go,"['Switchfoot', 'Lauren Daigle']",4
132683,1979,Big Boys,['Elvis Costello & The Attractions'],9
84574,1981,Can't Tell No One - From 10 Song 7 Inch EP 1982,['Negative Approach'],1
67967,1984,Up Around the Bend,['Hanoi Rocks'],0
50757,1987,Overture / Work Song,"['Terrence Mann', 'Colm Wilkinson']",1
10743,1975,Houses of the Holy - 1990 Remaster,['Led Zeppelin'],9
78548,1951,Mighty Lak' A Rose,['Eddie Heywood'],5
3008,1937,Foolin' Myself (with Teddy Wilson & His Orchestra),"['Billie Holiday', 'Teddy Wilson']",10
85282,1984,El Adolorido,['Antonio Aguilar'],11
72966,2009,I Shall Cross This River,['The Black Atlantic'],9
63810,1963,I Don't Mind - Live At The Apollo Theater/1962,['James Brown'],0
8327,1963,Ask Me Why - Remastered 2009,['The Beatles'],4
77609,1946,"Symphony No. 4 in G Major: II. In gemächlicher Bewegung, ohne Hast","['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",5
123646,2014,Hold Me,['Janine'],3
98108,1967,Oh That's Nice,['Pete Rodriguez'],2
85925,1988,Breakfast In Bed,"['UB40', 'Chrissie Hynde']",10
122311,2007,Gospel,['The National'],0
123841,2015,Starsky & Hutch,['Kon Up'],1
120524,1998,Coconut,['Widespread Panic'],2
147099,1977,Help,['The Damned'],2
157899,1956,You'll Be Crying,['LaVern Baker'],9
155073,2018,Rise,"['Jonas Blue', 'Jack & Jack']",1
99523,1974,Weekend Song,['Billy Joel'],5
162420,1979,Off Duty Trip,['The Raincoats'],9
110204,1946,Bachelor in Paradise (1961) Main Title Song,"['Henry Mancini', 'Mack David']",6
71549,2002,The Zephyr Song,['Red Hot Chili Peppers'],2
98009,1966,Baby Jane (Mo-Mo Jane),['Mitch Ryder and The Detroit Wheels'],9
161888,1976,Turn It Loose,['The Doobie Brothers'],2
68474,1987,The Weekend,['Steve Wariner'],1
77666,1946,"Intermezzi, Op. 117: Intermezzo No. 2 in B-Flat Minor","['Johannes Brahms', 'Eugene Istomin']",1
128627,1959,Wind,['Sons of the Pioneers'],2
97471,1964,I Don't Need You Anymore,['The Kinks'],11
17959,2011,Titanium (feat. Sia),"['David Guetta', 'Sia']",0
110920,1950,In the Gloaming,['Unspecified'],6
66543,1977,Love Is the Answer,['Utopia'],9
167973,2007,The Ministry of Magic,['Nicholas Hooper'],8
48973,1978,If I Saw You Again,['Pages'],0
54695,2007,"You Know My Name - From ""Casino Royale"" Soundtrack",['Chris Cornell'],11
43868,1953,Baby Please,['The Prisonaires'],7
11910,1981,That's the Way Love Goes,['Merle Haggard'],3
50456,1986,Honestly,['Stryper'],3
26021,1957,Heigh-Ho (The Dwarfs' Marching Song) - Stereo Version,"['Dave Brubeck', 'The Dave Brubeck Quartet']",7
145364,1968,Mystery Boogie - Bonus Track,['Fleetwood Mac'],2
134167,1987,Don't Disturb This Groove - Vocal Remix,['The System'],9
151638,2000,On N'a Pas Besoin,['Paris Combo'],2
138697,2009,At The Bottom,['Brand New'],2
26665,1960,Mansion over the Hilltop,['Elvis Presley'],0
139864,2015,Drivin' in My Car,"[""Ralph's World""]",8
114832,1970,"For Michael Collins, Jeffrey and Me - 2001 Remaster",['Jethro Tull'],7
44340,1955,But Not For Me,"['Billy Butterfield And His Orchestra', 'Margaret Whiting']",8
15883,2001,"Independent Women, Pt. 1","[""Destiny's Child""]",6
143083,1954,"Schumann: Symphony No. 4 in D Minor, Op. 120: III. Scherzo. Lebhaft - Etwas zurückhaltend","['Robert Schumann', 'Guido Cantelli', 'Philharmonia Orchestra']",5
28259,1968,Fakin' It,['Simon & Garfunkel'],9
136079,1996,Love Song,['Third Day'],10
31640,1985,You Give Good Love,['Whitney Houston'],2
54411,2006,You Give Me Something,['James Morrison'],7
118353,1987,Waters of March,['Basia'],0
99300,1973,We Never Danced To A Love Song,['The Manhattans'],7
168766,2011,Blue Monday - 2011 Total Version,['New Order'],0
26905,1961,Medley: Almost Like Being In Love/This Can't Be Love - Live At Carnegie Hall/1961,['Judy Garland'],1
92917,1930,Oshamnu mikolom,['D.roitman'],7
46457,1966,Under My Thumb,['The Rolling Stones'],6
23548,1944,"Arabella, Op.79, TrV 263 / Act 2: Und jetzt sag ich Adieu - Live","['Richard Strauss', 'Maria Reining', 'Josef Witt', 'Julius Patzak', 'Alfred Poell', 'Wiener Philharmoniker', 'Karl Böhm']",6
25860,1956,Star-O,['Harry Belafonte'],1
5742,1950,I Still Get A Thrill,['Dean Martin'],7
40871,1938,Titte til hinanden,['Marguerite Viby & Hans W. Petersen'],3
77036,1941,"Gaspard de la nuit, M. 55: I. Ondine","['Maurice Ravel', 'Claudio Arrau']",6
77832,1947,So Gayi Man Ki Aas Re,['Amirbai Karnataki'],3
143513,1956,How Long Has This Been Going On,"['Jimmy Raney', 'Bob Brookmeyer']",7
32204,1988,I'll Be There For You,['Bon Jovi'],2
105048,2001,Irresistible,['Jessica Simpson'],8
95743,1955,Some Of These Days,"['Les Paul', 'Mary Ford']",1
52078,1994,Esa noche,['Café Tacvba'],6
129663,1964,Calles De París,['María Elena Walsh'],11
78176,1949,Beyond the Forest Part. 11,['Max Steiner'],0
85444,1985,"Your Smile - 12"" Mix",['Rene & Angela'],10
148822,1986,The Wild Frontier,"['Bruce Hornsby', 'The Range']",2
1089,1927,Trago Amargo - Instrumental (Remasterizado),['Francisco Canaro'],5
151598,1999,I Wanna Be Like You,['Big Bad Voodoo Daddy'],11
133228,1982,La Muerte,['El Gran Combo De Puerto Rico'],7
50154,1984,Skin Deep,['The Stranglers'],9
48916,1978,東京ラッシュ (2019 Remastering),"['Haruomi Hosono', 'イエロー・マジック・バンド']",5
163945,1987,With Or Without You - Daniel Lanois Remix,"['U2', 'Daniel Lanois']",11
161510,1974,Superstar Woman - Long Version,['Bad Company'],1
46100,1964,The Shoop Shoop Song (It's in His Kiss),['Aretha Franklin'],11
127899,1955,"Algarrobo, algarrobal",['Eduardo Falú'],4
118393,1987,Los Laureles - 2016 Remaster,['Linda Ronstadt'],9
163589,1985,"RUNAWAY HORSES (""poetry written with a splash of blood"")","['Philip Glass', 'Kronos Quartet', 'Michael Riesman']",3
77234,1942,Ghabrata Hai Dil,['Ramdulari'],1
164896,1991,Una Rosa Es una Rosa,['Mecano'],10
8807,1966,For What It's Worth,['Buffalo Springfield'],2
46061,1964,Wheel Of Fortune,['Kay Starr'],7
124418,2018,Hurt Somebody,"['Noah Kahan', 'Julia Michaels']",6
127493,1953,"Der fliegende Holländer, WWV 63 / Act 3: 7. Szene und Chor. ""Steuermann, laß die Wacht!""","['Richard Wagner', 'Ernst Haefliger', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay', 'RIAS Kammerchor']",0
146588,1974,Talk To Me,['Mickey Gilley'],7
152155,2002,I'm Gonna Getcha Good! - Red Version,['Shania Twain'],1
84841,1982,It Should Have Been You,['Gwen Guthrie'],11
119893,1995,You'll See,['Madonna'],4
150536,1994,Live Forever,['Oasis'],9
57710,1928,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: III. Allegro con fuoco","['Pyotr Ilyich Tchaikovsky', 'Arturo Toscanini', 'NBC Symphony Orchestra', 'Vladimir Horowitz']",10
8073,1962,Love Letters In The Sand - Single Version,['Pat Boone'],3
160654,1970,Sixty Years On - Piano Demo,['Elton John'],6
100228,1977,Baltimore,['Randy Newman'],7
101088,1982,Trem Two,['Mission Of Burma'],4
53067,1999,Alexandra,['Aventura'],9
10834,1976,Blinded By The Light,"[""Manfred Mann's Earth Band""]",5
30797,1981,Los Años Viejos,['Los Baron De Apodaca'],2
120578,1998,Polyester Bride,['Liz Phair'],0
124535,2019,Say N0th1ng,['Sasha Lemon'],11
1144,1927,Memphis Yodel,['Jimmie Rodgers'],2
41073,1939,"Symphony No. 2 in D Major, Op. 73: II. Adagio non troppo - L'istesso tempo, ma grazioso","['Johannes Brahms', 'Sir John Barbirolli', 'New York Philharmonic']",11
26791,1961,Elsa,['Bill Evans Trio'],8
31423,1984,If Ever You're in My Arms Again,['Peabo Bryson'],3
153401,2009,Invaders Must Die,['The Prodigy'],6
27134,1963,Away in a Manger,['Andy Williams'],7
134987,1991,Shot Full Of Love,['Chris LeDoux'],4
84190,1979,Orere-Elejigbo,['Lijadu Sisters'],11
117358,1982,Rio - US Remix; 2009 Remaster,['Duran Duran'],9
136411,1998,Ardiente Tentación,['Sentidos Opuestos'],4
155664,1930,El Noveno Mandamiento - Instrumental (Remasterizado),['Francisco Canaro'],4
163653,1985,Modern Man,['Black Flag'],9
91459,2016,Hallelujah,['Tori Kelly'],1
47467,1971,Dirty Business,['New Riders of the Purple Sage'],9
165432,1994,Itanong Mo Sa Mga Bata,['Asin'],1
61100,1950,Mpelalis karsilamas,['Roza Eskenazi'],3
25146,1952,Stewball,['Cisco Houston'],7
154660,2016,Save Yourself,['KALEO'],8
164790,1991,Buying Her Roses,['Reba McEntire'],8
123524,2013,Pennies From Heaven (with Michael Bublé),"['Paul Anka', 'Michael Bublé']",2
51296,1990,Los Ladrones,['Joan Sebastian'],10
103887,1996,You May Die (Intro),['OutKast'],6
124080,2016,Alone with You,['Canyon City'],1
39770,1932,Janam Maran Jiboner Duti,['Sukhamoy Mazumder'],1
156757,1951,La Comparsa,['Jose Melis'],6
30255,1978,Tonight the Bottle Let Me Down,['Waylon Jennings'],2
69030,1989,Chasin' That Neon Rainbow,['Alan Jackson'],7
108625,2019,Amigos Con Derechos,"['Reik', 'Maluma']",1
96932,1961,Beauty Is a Rare Thing,['Ornette Coleman'],5
29181,1973,It's A Shame,['The Spinners'],8
33686,1995,Pure Massacre,['Silverchair'],2
114449,1968,Sun Cycle,['Blue Cheer'],2
34264,1998,New Noise,['Refused'],9
39661,1931,Ya Viene el Invierno - Remasterizado,"['Francisco Canaro', 'Charlo']",8
61602,1952,Khushiyon Ki Baharen Laut Gayi,['Lata Mangeshkar'],1
60420,1946,Oedipus Rex - Actus primus: Non reperias vetus scelus,"['Igor Stravinsky', 'Ernst Haefliger', 'Societe Chorale de Brassus', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",3
50229,1985,Sweet Dreams (Of You),['Patsy Cline'],8
118123,1986,"Bach, J.S.: Orchestral Suite No. 3 in D Major, BWV 1068: II. Air","['Johann Sebastian Bach', 'Sir Neville Marriner', 'Academy of St. Martin in the Fields']",2
28902,1971,Gente Aberta,['Erasmo Carlos'],6
111380,1952,"Die Meistersinger von Nürnberg, WWV 96 / Act 2: ""Gut'n Abend, Meister!""","['Richard Wagner', 'Hilde Gueden', 'Paul Schöffler', 'Else Schurhoff', 'Wiener Philharmoniker', 'Hans Knappertsbusch']",8
134945,1990,Fortunately Gone,['The Breeders'],4
26943,1962,Please Be Kind,"['Frank Sinatra', 'Count Basie']",8
14379,1993,None Of Your Business,['Salt-N-Pepa'],6
160646,1970,Garden Gate,['James Gang'],0
120165,1996,Volvere,['DLG'],1
89501,2006,Cult of Personality,['Living Colour'],0
94298,1948,Petrushka Suite: Dance of the Coachmen and the Grooms,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",9
127189,1952,Ellens Gesang No.3 Opus 52: No.6 Ave Maria D839,"['Franz Schubert', 'Irmgard Seefried', 'Erik Werba']",10
15186,1997,No One Else On Earth,['Wynonna'],0
65930,1974,Tenement Funster,['Queen'],4
35187,2003,Hermanita,['Aventura'],0
141386,1945,Song of Peace,"['Tan Dun', 'Hong Kong Philharmonic Orchestra']",2
146181,1972,Sweet Dream Woman,['Waylon Jennings'],2
13760,1990,Love Takes Time,['Mariah Carey'],8
46830,1968,It Mek,"['Desmond Dekker', 'The Aces']",1
61271,1951,Raftam Rayi,['Female Bokharian singer'],0
16730,2005,"Jesus, Take the Wheel",['Carrie Underwood'],2
27873,1966,I'm Hip,['Blossom Dearie'],10
31361,1984,Reel Around the Fountain - 2011 Remaster,['The Smiths'],9
34116,1997,Lollipop (Candyman),['Aqua'],0
46984,1968,Windy,['The Association'],5
2786,1935,Cambalache,['Orquesta Francisco Canaro'],8
1051,1927,Consejo Sano - Instrumental (Remasterizado),['Francisco Canaro'],6
139753,2014,Lip Service,['Richard Elliot'],5
107200,2012,Miss Atomic Bomb,['The Killers'],10
103831,1995,過火,['Jeff Chang'],10
151394,1998,Palomita Blanca,['Juan Luis Guerra 4.40'],5
65917,1974,Move On,['Loggins & Messina'],4
36879,2011,End of Time,['Beyoncé'],6
12885,1986,Mandolin Rain,"['Bruce Hornsby', 'The Range']",7
72910,2009,It's So Hard To Say Goodbye To Yesterday,['Boyz II Men'],4
87095,1994,Down in the Bottom,['Walter Becker'],5
71997,2004,Keep on Loving You,['REO Speedwagon'],0
22439,1938,Sărutarea de adio,['Jean Moscopol'],1
96770,1960,Ten Long Years - Remastered,['B.B. King'],8
30304,1978,My Song,"['Keith Jarrett', 'Jan Garbarek', 'Palle Danielsson', 'Jon Christensen']",0
60456,1947,Jab Badal Ghir Ghir Aayenge,"['Suraiya', 'Mukesh']",9
113654,1964,Django,['Vince Guaraldi Trio'],1
156752,1950,Ta pathi ta septa,['Ioannis Xristou'],9
112590,1958,Till There Was You (take 4),['Sonny Rollins'],3
110181,1946,Para Que Lo Oigan - Remasterizado,"['Francisco Canaro', 'Alberto Arenas']",7
164163,1988,Ring Of Fire - 1988 Version,['Johnny Cash'],2
138303,2007,Epiphany,"['Johnny Depp', 'Helena Bonham Carter', 'Jamie Campbell Bower']",5
133094,1981,You Are What You Is,['Frank Zappa'],3
169869,2017,The Way You Used to Do,['Queens of the Stone Age'],0
50767,1987,This Flight Tonight,['Nazareth'],7
73273,2011,Shine,['Benjamin Francis Leftwich'],4
137177,2002,Have Yourself A Merry Little Christmas,['Alan Jackson'],10
30558,1980,Longing / Love,['George Winston'],1
146927,1976,Let Love Enter,['Michael Henderson'],6
149555,1989,Sentimental Street,['Night Ranger'],0
70523,1997,When,['Shania Twain'],4
134722,1989,Don't Ask Me Why - Remastered Version,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",7
105607,2004,Act Nice and Gentle,['The Black Keys'],4
112938,1960,Spring Is Here,['Bill Evans Trio'],8
21482,1933,Yo Quiero Que Sepas - Remasterizado,"['Francisco Canaro', 'Ernesto Fama']",8
126587,1949,South Pacific: This Nearly Was Mine,"['Richard Rodgers', 'Various Artists']",0
145023,1967,E Preciso Cantar,['Walter Wanderley'],7
123066,2011,"Like A Stone - Recorded Live At Queen Elizabeth Theatre, Toronto, ON on April 20, 2011",['Chris Cornell'],9
111029,1951,"Violin Concerto No. 2, Op. 63 in G Minor: Allegro moderato","['Sergei Prokofiev', 'Jascha Heifetz', 'Serge Koussevitzky']",2
71929,2004,More Than This,['Roxy Music'],6
84710,1981,Nick The Stripper,['The Birthday Party'],7
60719,1948,Flaker Feieril,"['Abraham Goldfaden', 'Richard Tucker', 'Sholom Secunda']",2
85516,1986,She Likes To Watch,['The Rippingtons'],8
105588,2004,Dora The Explorer Theme,['Dora The Explorer'],0
142048,1949,Raat ho gayi jawan,"['Salim Raza', 'Kausar Parveen']",1
8662,1965,I'm Looking Through You - Remastered 2009,['The Beatles'],1
43111,1949,The Party's Over,['Judy Holliday'],1
142572,1952,"Cib, Cib, Cibulenka","['Bohumil Kulínský', 'Dětský sbor Čs. rozhlasu']",2
85011,1983,Frosty the Snowman,['Raffi'],0
50409,1986,"The Future's So Bright, I Gotta Wear Shades",['Timbuk 3'],7
52129,1994,Pobre Tonto Enamorado,['Los Temerarios'],2
9157,1967,Flying - Remastered 2009,['The Beatles'],0
103878,1996,Faleena (from El Paso),['Marty Robbins'],4
163878,1986,Un par de palabras,['Hombres G'],7
119465,1993,Have A Little Faith In Me,['Delbert McClinton'],5
17646,2010,Colder Weather,['Zac Brown Band'],3
120813,1999,Lullaby for Grown Ups,['Liquid Mind'],2
10281,1973,No More Mr. Nice Guy,['Alice Cooper'],11
100183,1977,"Workin' Hard, Playin' Hard",['Ted Nugent'],9
152005,2001,Leavin' On a Jet Plane,['Liz Callaway'],2
136294,1997,Closer Than Close,['Bee Gees'],9
45320,1960,Billy the Kid Suite: IV. Prairie Night. Card Game at Night,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",5
52337,1995,I Wish - Radio Edit,['Skee-Lo'],7
15575,1999,La Novelita,['Aventura'],5
88756,2002,El Avión De La Muerte,['Grupo Laberinto'],3
46172,1964,Some Enchanted Evening,['Jay & The Americans'],5
156282,1948,The Firebird Suite: Infernal Dance - Revised 1945 Version,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",6
95236,1952,"Verdi : Don Carlo : Act 3 ""Il Grand'Inquisitor"" [Conte di Lerma, Grande Inquisitore, Filippo]","['Giuseppe Verdi', 'Fernando Previtali', 'Giulio Neri', 'Manfredi Ponz De Leon', 'Nicola Rossi-Lemeni', 'Orchestra Sinfonica di Roma della RAI']",5
5310,1948,Perdida,['Los Panchos'],2
63335,1961,Come To Me,['Mary Wells'],0
2439,1934,"Hello, My Darling (with Teddy Wilson & His Orchestra) - Take 2","['Billie Holiday', 'Teddy Wilson']",7
83901,1977,Wild Signals,['John Williams'],1
147031,1977,Carnaval,['Santana'],7
109406,1935,First Breath of a New Day,['Jeff Stetson'],7
92647,1928,"Sonata No. 3, Op. 23 in F-Sharp Minor: IV. Presto con fuoco; Meno mosso","['Alexander Scriabin', 'Vladimir Horowitz']",4
26492,1959,Jelly Roll,['Charles Mingus'],8
3207,1938,Wabash Cannonball,['Roy Acuff'],9
54167,2004,Don't Wait Too Long,['Madeleine Peyroux'],2
164131,1988,Be With Me Jesus,"['Melvin Williams', 'Harvey Watkins Jr.']",0
69128,1990,Audrey's Dance - Instrumental,['Angelo Badalamenti'],8
27472,1964,Home (When Shadows Fall),['Sam Cooke'],4
4250,1943,You're Playing With Fire - From “The Song Of Bernadette”,['Alfred Newman'],2
37345,2014,Childs Play (feat. Chance the Rapper),"['SZA', 'Chance the Rapper']",1
65420,1971,Finale,"['John Williams', 'Isaac Stern', '""Fiddler On The Roof” Motion Picture Orchestra']",7
131281,1972,Busque un Nuevo Amor,['Los Terricolas'],5
4943,1946,"Scherzo No. 2 in B-Flat Minor, Op. 31","['Frédéric Chopin', 'Arthur Rubinstein']",1
35453,2004,Follow - Radio Edit,['Breaking Benjamin'],8
162682,1980,You Got What It Takes,['Bobby Thurston'],9
153689,2010,The Promise,['In This Moment'],9
148654,1985,Livin' for Your Lover,['Chris Isaak'],11
115724,1974,"Ain't I Been Good to You, Pts. 1 & 2",['The Isley Brothers'],7
19707,2020,Party Girl,['StaySolidRocky'],6
147490,1979,The Man In Me,['The Clash'],11
165799,1996,Astro Zombies - Reel Platinum 1986,"['Misfits', 'Glenn Danzig']",0
55073,2009,Goofy Goober Rock,['Spongebob Squarepants'],2
75260,1926,La Danza,['Beniamino Gigli'],5
100264,1977,True Love Leaves No Traces,['Leonard Cohen'],5
84900,1982,Devil's Child,['Judas Priest'],4
24897,1951,Down In the Flood,['Flatt & Scruggs'],9
44358,1955,"Le nozze di Figaro, K. 492, Act III Scene 2: Crudel, perché finora farmi languir cosi (Conte, Susanna)","['Wolfgang Amadeus Mozart', 'Franco Calabrese', 'Glyndebourne Festival Orchestra', 'Graziella Sciutti', 'Vittorio Gui']",9
49573,1981,I Always Get Lucky with You,['Merle Haggard'],9
58208,1930,Recuerdos Del Pasado,"[""Sam Manning's Rhythm Boys""]",9
83204,1974,El Paso De Encarnación,['Orquesta Harlow'],11
161282,1973,Clean Slate,['Tower Of Power'],7
125662,1942,"Danse ""Tarantelle styrienne"", L. 69 - Remastered","['Claude Debussy', 'Fritz Reiner', 'Pittsburgh Symphony Orchestra']",4
144205,1961,Joy Joy Joy,['Little Richard'],5
505,1924,Nobody Knows What a Red-Head Mama Can Do,['George Olsen'],0
106181,2007,Hypnotize - 2007 Remaster,['The Notorious B.I.G.'],9
102668,1990,Come Back,['Keith Sweat'],3
153553,2010,Heavy In Your Arms,['Florence + The Machine'],0
144549,1964,愛的真諦,['霜華雪華'],5
141433,1945,Mujhe Nainon Ke Bandhan Kas Gaya,['Amirbai Karnataki'],2
5967,1951,Tra-La-La,"['Gene Kelly', 'Oscar Levant']",0
111037,1951,"Bartók: Music for Strings, Percussion and Celesta, Sz. 106: III. Adagio","['Béla Bartók', 'Herbert von Karajan', 'Philharmonia Orchestra']",11
96624,1959,How Deep Is the Ocean,['The Isley Brothers'],10
12355,1983,Got Me Under Pressure - 2008 Remaster,['ZZ Top'],2
70222,1995,Mujeriego,['José José'],10
6187,1952,Leap Frog - Take 3 / Incomplete,"['Dizzy Gillespie', 'Charlie Parker', 'Thelonious Monk', 'Curly Russell', 'Buddy Rich']",5
54290,2005,Yo Sé Que Te Acordarás,['Banda El Recodo'],10
142517,1951,Western Apache: Devil Dance,['Unspecified'],10
65018,1969,Like a Summer Thursday,['Townes Van Zandt'],3
111973,1955,"Rossini: Il Barbiere di Siviglia, Act 1: ""Una voce poco fa"" (Rosina)","['Gioachino Rossini', 'Maria Callas', 'Philharmonia Orchestra', 'Tullio Serafin']",4
11370,1978,Fire,['The Pointer Sisters'],1
63947,1964,Girls On the Beach (Stereo),['The Beach Boys'],9
85888,1988,When You Wish Upon a Star,['Stephen Bishop'],4
35297,2003,Sweet Southern Comfort,['Buddy Jewell'],2
93445,1940,Pane Ta Hronia,['Mihalis Kallergis'],7
24459,1949,"Kiss Me, Kate: Brush Up Your Shakespeare","['Cole Porter', 'Harry Clark', 'Jack Diamond', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",0
22438,1938,Desprecio - Remasterizado,"['Francisco Canaro', 'Roberto Maida']",9
64336,1966,Sha La La La Lee - Mono Version,['Small Faces'],4
57686,1928,"Barcarolle, Op. 60","['Frédéric Chopin', 'Vladimir Horowitz']",6
59444,1941,Bandhu Re Mere Bandhu Re,"['Gulab', 'Ishwarlal', 'Kantilal']",8
45767,1962,State Fair 1945: It Might As Well Be Spring,"['Richard Rodgers', 'Oscar Hammerstein II']",2
74460,2017,3:00 AM,['Finding Hope'],0
50311,1985,Sussudio - 2016 Remaster,['Phil Collins'],5
99460,1973,Rockaria!,['Electric Light Orchestra'],2
98463,1968,Santa Claus Is Coming to Town,"[""Booker T. & the M.G.'s""]",10
10937,1976,I Put A Spell On You,['Creedence Clearwater Revival'],0
84195,1979,Stayin' Alive - Teddybears Remix,['Bee Gees'],10
49911,1983,Stand Back - 2016 Remaster,['Stevie Nicks'],11
160531,1969,Lillie Mae,['Bobby Womack'],6
21584,1934,When A Woman Loves A Man,['Richard Himber and his Orchestra'],0
66334,1976,Still the One - 45 Version,['Orleans'],9
30422,1979,Redemption (Theme From Rocky II),['Bill Conti'],0
47231,1970,Nature's Way,['Spirit'],4
53026,1999,Get Ready To Wiggle,['The Wiggles'],9
106443,2008,You Can Let Go,['Crystal Shawanda'],7
7241,1958,I'm A Man,['Bo Diddley'],0
161475,1974,I'm in Love,['Aretha Franklin'],1
136426,1998,Angel From Montgomery,['Susan Tedeschi'],7
63050,1960,Dream - Remastered,['Frank Sinatra'],10
102106,1987,Slow Love,['Prince'],5
111365,1952,"Le Nozze di Figaro, '(The) Marriage of Figaro', Act I: Se vuol ballare (Figaro/Susanna)","['Wolfgang Amadeus Mozart', 'Erich Kunz/Irmgard Seefried/Wiener Philharmoniker/Herbert von Karajan', 'Herbert von Karajan', 'Wiener Philharmoniker']",5
92785,1930,Hollywood,['Markos Vamvakaris'],0
153292,2008,Casquillos De Mi Cuerno,['Adan Romero'],5
7133,1957,Venus De Milo,['Miles Davis'],3
9537,1969,I Get Along Without You Very Well (Except Sometimes) - Remastered,['Nina Simone'],11
169691,2016,I Can't Fix You,"['The Living Tombstone', 'Crusher-P']",1
144046,1960,I'm Worried,['Elmore James'],2
104260,1997,You Light Up My Life,['LeAnn Rimes'],3
112118,1956,Pretty Girl (aka The Star-Crossed Lovers),['Duke Ellington'],1
10267,1973,I Want To Hold Your Hand - Remastered 2009,['The Beatles'],7
90154,2009,"Cry, Cry, Cry",['Ziggy Marley'],9
21523,1934,Santa Milonguita - Remasterizado,"['Francisco Canaro', 'Ernesto Fama']",4
100831,1980,Up the Neck - 2006 Remaster,['Pretenders'],0
114453,1968,A Simple Game,['The Moody Blues'],11
80234,1959,Caramelos,"['La Sonora Matancera', 'Celia Cruz']",3
68591,1987,Unhappy Birthday - 2011 Remaster,['The Smiths'],0
47511,1971,Razor Face,['Elton John'],0
163233,1983,T.K.O.,['Womack & Womack'],8
2684,1935,Yalle Wedade Sfak,['Umm Kulthum'],4
70093,1995,"Main Title / Once Upon A Dream / Prologue - From ""Sleeping Beauty""/Soundtrack Version",['Chorus - Sleeping Beauty'],5
23679,1944,Chalen Prem Ke Desh Pujari,"['Rajkumari', 'G. M. Durrani']",11
156299,1948,"El amor brujo ""Ballet-pantomime"": 11. Pantomima","['Manuel de Falla', 'Fritz Reiner', 'Pittsburgh Symphony Orchestra']",7
61369,1951,"Symphony No. 2 in B-Flat Major, D. 125: II. Andante","['Franz Schubert', 'Charles Münch']",3
82283,1969,Quicksilver,['Pink Floyd'],7
45273,1960,Cousin Mary - Alternate Take,['John Coltrane'],8
47839,1973,Devil in a Sleepin' Bag,['Willie Nelson'],2
32787,1991,Mustang Sally,['Buddy Guy'],0
161944,1976,That Lucky Old Sun (Just Rolls Around Heaven All Day),['Willie Nelson'],0
4882,1946,"Nocturnes, Op. 15: Nocturne in F Major, No. 1","['Frédéric Chopin', 'Arthur Rubinstein']",5
118911,1990,Crispy Critters,['C.W. McCall'],7
69891,1994,Lo Nuestro Terminó - Poema,['Grupo Bryndis'],2
159512,1964,It's Just A Matter Of Time,['Little Anthony & The Imperials'],7
28930,1972,Harvest - 2009 Remaster,['Neil Young'],2
79835,1957,Easy Living,['John Lewis'],8
21907,1935,Agorousa,['Nikos Karakostas'],6
110252,1947,"Oho Chaaruseela, Pt. 1","['S. Varalakshmi', 'Akkineni Nageswara Rao']",11
120133,1996,Wait 'Till You See Him,['Nancy Sinatra'],5
93117,1935,Western Cowboy (135-B),['Lead Belly'],4
121969,2005,High,['James Blunt'],10
163382,1984,Hungarian Dance No.6 In D Flat,"['Johannes Brahms', 'Wiener Philharmoniker', 'Claudio Abbado']",2
113430,1963,Poor Boy Blues - Witmark Demo - 1962,['Bob Dylan'],9
147261,1978,フニクリ、フニクラ (2019 Remastering),['Haruomi Hosono'],7
160845,1971,When He Offers His Hand,['Townes Van Zandt'],10
139767,2015,Ready for the Times to Get Better,['Cody Jinks'],0
136074,1996,Django's Tiger,['Django Reinhardt'],9
123648,2014,El Nombre de Jesus,"['Redimi2', ""Christine D'Clario""]",2
95412,1953,Vehu Rachum (Evening Prayer) - Voice,"['ZAVEL ZILBERTS', 'Richard Tucker', 'Sholom Secunda']",0
41252,1940,Chhuyona Chhuyona Bandhu,['Uttara Devi'],4
79411,1955,Sometimes I'm Happy,['Dave Brubeck'],0
39129,1929,Il Ne Faut Pas Qu'une Femme Entende Des Choses Comme Ça,['Georgius'],7
125093,1930,Sentimiento Gaucho - Instrumental (Remasterizado),['Francisco Canaro'],5
116457,1978,Generale,['Francesco De Gregori'],9
59232,1940,"Verginada, solo klarino",['Nikos Karakostas'],8
123388,2013,When God Comes Back,['All Them Witches'],8
97500,1964,You Are Woman I Am Man,['Louis Armstrong'],0
56961,2018,Miss Me More,['Kelsea Ballerini'],2
